mature_acc	terms
MIMAT0005935-1	hsa-mir-548i-1;hsa-mir-548i-1;hsa-mir-548i-2;hsa-mir-548i-2;hsa-mir-548i-3;hsa-mir-548i-3;hsa-mir-548i-4;hsa-mir-548i-4
MIMAT0005936-0	hsa-mir-1278
MIMAT0005936-1	hsa-mir-1278
MIMAT0005937-0	hsa-mir-1279
MIMAT0005939-0	hsa-mir-1281
MIMAT0005940-0	hsa-mir-1282
MIMAT0005941-0	hsa-mir-1284
MIMAT0005941-1	hsa-mir-1284
MIMAT0005942-0	hsa-mir-1288-3p
MIMAT0005942-1	hsa-mir-1288
MIMAT0005943-0	hsa-mir-1292-5p;hsa-mir-1292
MIMAT0005943-1	hsa-mir-1292
MIMAT0005944-0	hsa-mir-1252-5p
MIMAT0005944-2	hsa-mir-1252
MIMAT0005945-0	hsa-mir-1255b-5p;hsa-mir-1255b
MIMAT0005945-1	hsa-mir-1255b-1;hsa-mir-1255b-1;hsa-mir-1255b-2;hsa-mir-1255b-2
MIMAT0005948-0	hsa-mir-664a-5p;hsa-mir-664*;hsa-mir-664-5p
MIMAT0005948-1	hsa-mir-664a;hsa-mir-664
MIMAT0005949-0	hsa-mir-664a-3p;hsa-mir-664;hsa-mir-664-3p
MIMAT0005949-2	hsa-mir-664a;hsa-mir-664
MIMAT0005950-0	hsa-mir-1306-3p;hsa-mir-1306
MIMAT0005950-1	hsa-mir-1306
MIMAT0005951-0	hsa-mir-1307-3p;hsa-mir-1307
MIMAT0005951-1	hsa-mir-1307
MIMAT0005952-0	hsa-mir-1321
MIMAT0005953-0	hsa-mir-1322
MIMAT0005953-1	hsa-mir-1322
MIMAT0005955-0	hsa-mir-1197
MIMAT0005955-1	hsa-mir-1197
MIMAT0005956-0	hsa-mir-1324
MIMAT0006764-0	hsa-mir-320d
MIMAT0006764-1	hsa-mir-320d-1;hsa-mir-320d-1;hsa-mir-320d-2;hsa-mir-320d-2
MIMAT0006765-0	hsa-mir-1825
MIMAT0006767-0	hsa-mir-1827
MIMAT0006767-1	hsa-mir-1827
MIMAT0006778-0	hsa-mir-516a-3p
MIMAT0006778-2	hsa-mir-516a-1;hsa-mir-516-1;hsa-mir-516a-2;hsa-mir-516-2
MIMAT0006789-0	hsa-mir-1468-5p
MIMAT0006789-1	hsa-mir-1468
MIMAT0006790-0	hsa-mir-675-3p;hsa-mir-675b;hsa-mir-675*
MIMAT0006790-2	hsa-mir-675
MIMAT0007347-0	hsa-mir-1469
MIMAT0007348-0	hsa-mir-1470
MIMAT0007349-0	hsa-mir-1471
MIMAT0007399-0	hsa-mir-1537-3p
MIMAT0007399-1	hsa-mir-1537
MIMAT0007400-0	hsa-mir-1538
MIMAT0007400-1	hsa-mir-1538
MIMAT0007401-0	hsa-mir-1539
MIMAT0007402-0	hsa-mir-103b;hsa-mir-103-as
MIMAT0007881-0	hsa-mir-1908-5p
MIMAT0007881-1	hsa-mir-1908
MIMAT0007882-0	hsa-mir-1909-5p;hsa-mir-1909*
MIMAT0007882-2	hsa-mir-1909
MIMAT0007883-0	hsa-mir-1909-3p;hsa-mir-1909
MIMAT0007883-1	hsa-mir-1909
MIMAT0007884-0	hsa-mir-1910-5p
MIMAT0007884-2	hsa-mir-1910
MIMAT0007885-0	hsa-mir-1911-5p;hsa-mir-1911
MIMAT0007885-1	hsa-mir-1911
MIMAT0007886-0	hsa-mir-1911-3p;hsa-mir-1911*
MIMAT0007886-2	hsa-mir-1911
MIMAT0007887-0	hsa-mir-1912
MIMAT0007887-1	hsa-mir-1912
MIMAT0007888-0	hsa-mir-1913
MIMAT0007888-1	hsa-mir-1913
MIMAT0007889-0	hsa-mir-1914-5p;hsa-mir-1914
MIMAT0007890-0	hsa-mir-1914-3p;hsa-mir-1914*
MIMAT0007890-1	hsa-mir-1914
MIMAT0007891-0	hsa-mir-1915-5p;hsa-mir-1915*
MIMAT0007891-1	hsa-mir-1915
MIMAT0007892-0	hsa-mir-1915-3p;hsa-mir-1915
MIMAT0007892-2	hsa-mir-1915
MIMAT0009196-0	hsa-mir-103a-2-5p;hsa-mir-103-2*;hsa-mir-103a-2*
MIMAT0009196-2	hsa-mir-103a-2;hsa-mir-103-20;hsa-mir-103-2
MIMAT0009197-0	hsa-mir-205-3p;hsa-mir-205*
MIMAT0009197-2	hsa-mir-205
MIMAT0009198-0	hsa-mir-224-3p;hsa-mir-224*
MIMAT0009198-2	hsa-mir-224
MIMAT0009199-0	hsa-mir-365a-5p;hsa-mir-365*
MIMAT0009199-1	hsa-mir-365a;hsa-mir-365-1
MIMAT0009201-0	hsa-mir-196b-3p;hsa-mir-196b*
MIMAT0009201-2	hsa-mir-196b
MIMAT0009203-0	hsa-mir-449b-3p;hsa-mir-449b*
MIMAT0009203-2	hsa-mir-449b
MIMAT0009206-0	hsa-mir-2113
MIMAT0009447-0	hsa-mir-1972
MIMAT0009447-1	hsa-mir-1972-1;hsa-mir-1972;hsa-mir-1972-2;hsa-mir-1972-2
MIMAT0009448-0	hsa-mir-1973
MIMAT0009448-1	hsa-mir-1973
MIMAT0009451-0	hsa-mir-1976
MIMAT0009451-1	hsa-mir-1976
MIMAT0009977-0	hsa-mir-2052
MIMAT0009978-0	hsa-mir-2053
MIMAT0009979-0	hsa-mir-2054
MIMAT0010133-0	hsa-mir-2110
MIMAT0010133-1	hsa-mir-2110
MIMAT0010195-0	hsa-let-7a-2-3p;hsa-let-7a-2*
MIMAT0010195-2	hsa-let-7a-2;hsa-let-7a-2l
MIMAT0010214-0	hsa-mir-151b
MIMAT0010214-1	hsa-mir-151b
MIMAT0010251-0	hsa-mir-449c-5p;hsa-mir-449c
MIMAT0010251-1	hsa-mir-449c
MIMAT0010313-0	hsa-mir-762
MIMAT0010357-0	hsa-mir-670-5p
MIMAT0010357-2	hsa-mir-670
MIMAT0010364-0	hsa-mir-761
MIMAT0010367-0	hsa-mir-764
MIMAT0010497-0	hsa-mir-759
MIMAT0011156-0	hsa-mir-2114-5p;hsa-mir-2114
MIMAT0011156-1	hsa-mir-2114
MIMAT0011157-0	hsa-mir-2114-3p;hsa-mir-2114*
MIMAT0011157-2	hsa-mir-2114
MIMAT0011158-0	hsa-mir-2115-5p;hsa-mir-2115
MIMAT0011158-2	hsa-mir-2115
MIMAT0011159-0	hsa-mir-2115-3p;hsa-mir-2115*
MIMAT0011159-1	hsa-mir-2115
MIMAT0011160-0	hsa-mir-2116-5p;hsa-mir-2116
MIMAT0011160-2	hsa-mir-2116
MIMAT0011161-0	hsa-mir-2116-3p;hsa-mir-2116*
MIMAT0011161-1	hsa-mir-2116
MIMAT0011162-0	hsa-mir-2117
MIMAT0011163-0	hsa-mir-548q
MIMAT0011163-1	hsa-mir-548q
MIMAT0011775-0	hsa-mir-2276-3p
MIMAT0011777-0	hsa-mir-2277-3p;hsa-mir-2277
MIMAT0011777-2	hsa-mir-2277
MIMAT0011778-0	hsa-mir-2278
MIMAT0011778-1	hsa-mir-2278
MIMAT0012734-0	hsa-mir-711
MIMAT0012734-1	hsa-mir-711
MIMAT0012735-0	hsa-mir-718
MIMAT0013515-0	hsa-mir-2681-5p;hsa-mir-2681*
MIMAT0013516-0	hsa-mir-2681-3p;hsa-mir-2681
MIMAT0013516-1	hsa-mir-2681
MIMAT0013517-0	hsa-mir-2682-5p;hsa-mir-2682
MIMAT0013517-1	hsa-mir-2682
MIMAT0013518-0	hsa-mir-2682-3p;hsa-mir-2682*
MIMAT0013518-2	hsa-mir-2682
MIMAT0013771-0	hsa-mir-449c-3p;hsa-mir-449c*
MIMAT0013802-0	hsa-mir-2861
MIMAT0013802-1	hsa-mir-2861
MIMAT0013863-0	hsa-mir-2909
MIMAT0014977-0	hsa-mir-3115
MIMAT0014977-1	hsa-mir-3115
MIMAT0014978-0	hsa-mir-3116
MIMAT0014978-1	hsa-mir-3116-1;hsa-mir-3116-2
MIMAT0014979-0	hsa-mir-3117-3p;hsa-mir-3117
MIMAT0014979-1	hsa-mir-3117
MIMAT0014980-0	hsa-mir-3118
MIMAT0014980-1	hsa-mir-3118-1;hsa-mir-3118-2;hsa-mir-3118-3;hsa-mir-3118-4
MIMAT0014981-0	hsa-mir-3119
MIMAT0014981-1	hsa-mir-3119-1;hsa-mir-3119-2
MIMAT0014982-0	hsa-mir-3120-3p;hsa-mir-3120
MIMAT0014982-1	hsa-mir-3120
MIMAT0014983-0	hsa-mir-3121-3p;hsa-mir-3121
MIMAT0014983-1	hsa-mir-3121
MIMAT0014984-0	hsa-mir-3122
MIMAT0014984-1	hsa-mir-3122
MIMAT0014985-0	hsa-mir-3123
MIMAT0014985-1	hsa-mir-3123
MIMAT0014986-0	hsa-mir-3124-5p;hsa-mir-3124
MIMAT0014986-1	hsa-mir-3124
MIMAT0014987-0	hsa-mir-548s
MIMAT0014987-1	hsa-mir-548s
MIMAT0014988-0	hsa-mir-3125
MIMAT0014988-1	hsa-mir-3125
MIMAT0014989-0	hsa-mir-3126-5p
MIMAT0014989-1	hsa-mir-3126
MIMAT0014990-0	hsa-mir-3127-5p;hsa-mir-3127
MIMAT0014990-1	hsa-mir-3127
MIMAT0014991-0	hsa-mir-3128
MIMAT0014991-1	hsa-mir-3128
MIMAT0014992-0	hsa-mir-3129-5p;hsa-mir-3129
MIMAT0014992-1	hsa-mir-3129
MIMAT0014994-0	hsa-mir-3130-3p
MIMAT0014994-1	hsa-mir-3130-1;hsa-mir-3130-2
MIMAT0014995-0	hsa-mir-3130-5p
MIMAT0014995-2	hsa-mir-3130-1;hsa-mir-3130-2
MIMAT0014996-0	hsa-mir-3131
MIMAT0014996-1	hsa-mir-3131
MIMAT0014997-0	hsa-mir-3132
MIMAT0014997-1	hsa-mir-3132
MIMAT0014998-0	hsa-mir-3133
MIMAT0014998-1	hsa-mir-3133
MIMAT0014999-0	hsa-mir-378b
MIMAT0014999-1	hsa-mir-378b
MIMAT0015000-0	hsa-mir-3134
MIMAT0015000-1	hsa-mir-3134
MIMAT0015001-0	hsa-mir-3135a;hsa-mir-3135
MIMAT0015001-1	hsa-mir-3135a;hsa-mir-3135
MIMAT0015002-0	hsa-mir-466
MIMAT0015002-1	hsa-mir-466
MIMAT0015003-0	hsa-mir-3136-5p;hsa-mir-3136
MIMAT0015003-1	hsa-mir-3136
MIMAT0015004-0	hsa-mir-544b
MIMAT0015004-1	hsa-mir-544b
MIMAT0015005-0	hsa-mir-3137
MIMAT0015005-1	hsa-mir-3137
MIMAT0015006-0	hsa-mir-3138
MIMAT0015006-1	hsa-mir-3138
MIMAT0015007-0	hsa-mir-3139
MIMAT0015007-1	hsa-mir-3139
MIMAT0015008-0	hsa-mir-3140-3p;hsa-mir-3140
MIMAT0015008-1	hsa-mir-3140
MIMAT0015009-0	hsa-mir-548t-5p;hsa-mir-548t
MIMAT0015009-1	hsa-mir-548t
MIMAT0015010-0	hsa-mir-3141
MIMAT0015010-1	hsa-mir-3141
MIMAT0015011-0	hsa-mir-3142
MIMAT0015012-0	hsa-mir-3143
MIMAT0015012-1	hsa-mir-3143
MIMAT0015013-0	hsa-mir-548u
MIMAT0015013-1	hsa-mir-548u
MIMAT0015014-0	hsa-mir-3144-5p
MIMAT0015014-1	hsa-mir-3144
MIMAT0015015-0	hsa-mir-3144-3p
MIMAT0015015-2	hsa-mir-3144
MIMAT0015016-0	hsa-mir-3145-3p;hsa-mir-3145
MIMAT0015016-1	hsa-mir-3145
MIMAT0015017-0	hsa-mir-1273c
MIMAT0015017-1	hsa-mir-1273c
MIMAT0015018-0	hsa-mir-3146
MIMAT0015018-1	hsa-mir-3146
MIMAT0015019-0	hsa-mir-3147
MIMAT0015019-1	hsa-mir-3147
MIMAT0015020-0	hsa-mir-548v
MIMAT0015020-1	hsa-mir-548v
MIMAT0015021-0	hsa-mir-3148
MIMAT0015021-1	hsa-mir-3148
MIMAT0015022-0	hsa-mir-3149
MIMAT0015022-1	hsa-mir-3149
MIMAT0015023-0	hsa-mir-3150a-3p;hsa-mir-3150
MIMAT0015023-1	hsa-mir-3150a;hsa-mir-3150
MIMAT0015024-0	hsa-mir-3151-5p
MIMAT0015024-1	hsa-mir-3151
MIMAT0015025-0	hsa-mir-3152-3p;hsa-mir-3152
MIMAT0015025-1	hsa-mir-3152
MIMAT0015026-0	hsa-mir-3153
MIMAT0015026-1	hsa-mir-3153
MIMAT0015027-0	hsa-mir-3074-3p;hsa-mir-3074
MIMAT0015027-2	hsa-mir-3074
MIMAT0015028-0	hsa-mir-3154
MIMAT0015028-1	hsa-mir-3154
MIMAT0015029-0	hsa-mir-3155a;hsa-mir-3155
MIMAT0015029-1	hsa-mir-3155a;hsa-mir-3155
MIMAT0015030-0	hsa-mir-3156-5p;hsa-mir-3156
MIMAT0015030-1	hsa-mir-3156-1;hsa-mir-3156-2;hsa-mir-3156-3
MIMAT0015031-0	hsa-mir-3157-5p;hsa-mir-3157
MIMAT0015031-1	hsa-mir-3157
MIMAT0015032-0	hsa-mir-3158-3p;hsa-mir-3158
MIMAT0015032-1	hsa-mir-3158-1;hsa-mir-3158-2
MIMAT0015033-0	hsa-mir-3159
MIMAT0015033-1	hsa-mir-3159
MIMAT0015034-0	hsa-mir-3160-3p;hsa-mir-3160
MIMAT0015034-1	hsa-mir-3160-1;hsa-mir-3160-2
MIMAT0015035-0	hsa-mir-3161
MIMAT0015035-1	hsa-mir-3161
MIMAT0015036-0	hsa-mir-3162-5p;hsa-mir-3162
MIMAT0015036-1	hsa-mir-3162
MIMAT0015037-0	hsa-mir-3163
MIMAT0015037-1	hsa-mir-3163
MIMAT0015038-0	hsa-mir-3164
MIMAT0015038-1	hsa-mir-3164
MIMAT0015039-0	hsa-mir-3165
MIMAT0015039-1	hsa-mir-3165
MIMAT0015040-0	hsa-mir-3166
MIMAT0015040-1	hsa-mir-3166
MIMAT0015041-0	hsa-mir-1260b
MIMAT0015041-1	hsa-mir-1260b
MIMAT0015042-0	hsa-mir-3167
MIMAT0015042-1	hsa-mir-3167
MIMAT0015043-0	hsa-mir-3168
MIMAT0015044-0	hsa-mir-3169
MIMAT0015044-1	hsa-mir-3169
MIMAT0015045-0	hsa-mir-3170
MIMAT0015045-1	hsa-mir-3170
MIMAT0015046-0	hsa-mir-3171
MIMAT0015046-1	hsa-mir-3171
MIMAT0015048-0	hsa-mir-3173-3p;hsa-mir-3173
MIMAT0015048-1	hsa-mir-3173
MIMAT0015049-0	hsa-mir-1193
MIMAT0015049-1	hsa-mir-1193
MIMAT0015050-0	hsa-mir-323b-3p
MIMAT0015050-1	hsa-mir-323b
MIMAT0015051-0	hsa-mir-3174
MIMAT0015051-1	hsa-mir-3174
MIMAT0015052-0	hsa-mir-3175
MIMAT0015052-1	hsa-mir-3175
MIMAT0015053-0	hsa-mir-3176
MIMAT0015053-1	hsa-mir-3176
MIMAT0015054-0	hsa-mir-3177-3p;hsa-mir-3177
MIMAT0015054-1	hsa-mir-3177
MIMAT0015055-0	hsa-mir-3178
MIMAT0015055-1	hsa-mir-3178
MIMAT0015056-0	hsa-mir-3179
MIMAT0015056-1	hsa-mir-3179-1;hsa-mir-3179-2;hsa-mir-3179-3;hsa-mir-3179-4
MIMAT0015057-0	hsa-mir-3180-5p
MIMAT0015057-2	hsa-mir-3180-1;hsa-mir-3180-2;hsa-mir-3180-3
MIMAT0015058-0	hsa-mir-3180-3p
MIMAT0015058-1	hsa-mir-3180-1;hsa-mir-3180-2;hsa-mir-3180-3
MIMAT0015060-0	hsa-mir-548w
MIMAT0015060-1	hsa-mir-548w
MIMAT0015061-0	hsa-mir-3181
MIMAT0015061-1	hsa-mir-3181
MIMAT0015062-0	hsa-mir-3182
MIMAT0015062-1	hsa-mir-3182
MIMAT0015063-0	hsa-mir-3183
MIMAT0015063-1	hsa-mir-3183
MIMAT0015064-0	hsa-mir-3184-5p;hsa-mir-3184
MIMAT0015065-0	hsa-mir-3185
MIMAT0015065-1	hsa-mir-3185
MIMAT0015066-0	hsa-mir-3065-5p
MIMAT0015066-1	hsa-mir-3065
MIMAT0015067-0	hsa-mir-3186-5p
MIMAT0015067-2	hsa-mir-3186
MIMAT0015068-0	hsa-mir-3186-3p
MIMAT0015068-1	hsa-mir-3186
MIMAT0015069-0	hsa-mir-3187-3p;hsa-mir-3187
MIMAT0015069-1	hsa-mir-3187
MIMAT0015070-0	hsa-mir-3188
MIMAT0015070-1	hsa-mir-3188
MIMAT0015071-0	hsa-mir-3189-3p;hsa-mir-3189
MIMAT0015071-1	hsa-mir-3189
MIMAT0015072-0	hsa-mir-320e
MIMAT0015072-1	hsa-mir-320e
MIMAT0015073-0	hsa-mir-3190-5p;hsa-mir-3190-5p;hsa-mir-3190
MIMAT0015075-0	hsa-mir-3191-3p;hsa-mir-3191
MIMAT0015075-1	hsa-mir-3191
MIMAT0015076-0	hsa-mir-3192-5p
MIMAT0015076-1	hsa-mir-3192
MIMAT0015077-0	hsa-mir-3193
MIMAT0015077-1	hsa-mir-3193
MIMAT0015078-0	hsa-mir-3194-5p;hsa-mir-3194
MIMAT0015078-1	hsa-mir-3194
MIMAT0015079-0	hsa-mir-3195
MIMAT0015079-1	hsa-mir-3195
MIMAT0015080-0	hsa-mir-3196
MIMAT0015080-1	hsa-mir-3196
MIMAT0015081-0	hsa-mir-548x-3p;hsa-mir-548x
MIMAT0015081-1	hsa-mir-548x;hsa-mir-548x-2
MIMAT0015082-0	hsa-mir-3197
MIMAT0015082-1	hsa-mir-3197
MIMAT0015083-0	hsa-mir-3198
MIMAT0015083-1	hsa-mir-3198-1;hsa-mir-3198;hsa-mir-3198-2
MIMAT0015084-0	hsa-mir-3199
MIMAT0015084-1	hsa-mir-3199-1;hsa-mir-3199-2
MIMAT0015085-0	hsa-mir-3200-3p;hsa-mir-3200
MIMAT0015085-2	hsa-mir-3200
MIMAT0015086-0	hsa-mir-3201
MIMAT0015087-0	hsa-mir-514b-5p
MIMAT0015087-1	hsa-mir-514b
MIMAT0015088-0	hsa-mir-514b-3p
MIMAT0015088-2	hsa-mir-514b
MIMAT0015089-0	hsa-mir-3202
MIMAT0015089-1	hsa-mir-3202-1;hsa-mir-3202-2
MIMAT0015090-0	hsa-mir-1273d
MIMAT0015090-1	hsa-mir-1273d
MIMAT0015377-0	hsa-mir-3126-3p
MIMAT0015378-0	hsa-mir-3065-3p
MIMAT0015378-2	hsa-mir-3065
MIMAT0016844-0	hsa-mir-4295
MIMAT0016844-1	hsa-mir-4295
MIMAT0016845-0	hsa-mir-4296
MIMAT0016846-0	hsa-mir-4297
MIMAT0016847-0	hsa-mir-378c
MIMAT0016847-1	hsa-mir-378c
MIMAT0016848-0	hsa-mir-4293
MIMAT0016849-0	hsa-mir-4294
MIMAT0016850-0	hsa-mir-4301
MIMAT0016851-0	hsa-mir-4299
MIMAT0016852-0	hsa-mir-4298
MIMAT0016852-1	hsa-mir-4298
MIMAT0016853-0	hsa-mir-4300
MIMAT0016854-0	hsa-mir-4304
MIMAT0016855-0	hsa-mir-4302
MIMAT0016856-0	hsa-mir-4303
MIMAT0016857-0	hsa-mir-4305
MIMAT0016858-0	hsa-mir-4306
MIMAT0016858-1	hsa-mir-4306
MIMAT0016859-0	hsa-mir-4309
MIMAT0016860-0	hsa-mir-4307
MIMAT0016861-0	hsa-mir-4308
MIMAT0016862-0	hsa-mir-4310
MIMAT0016863-0	hsa-mir-4311
MIMAT0016864-0	hsa-mir-4312
MIMAT0016865-0	hsa-mir-4313
MIMAT0016866-0	hsa-mir-4315
MIMAT0016867-0	hsa-mir-4316
MIMAT0016868-0	hsa-mir-4314
MIMAT0016869-0	hsa-mir-4318
MIMAT0016870-0	hsa-mir-4319
MIMAT0016871-0	hsa-mir-4320
MIMAT0016872-0	hsa-mir-4317
MIMAT0016873-0	hsa-mir-4322
MIMAT0016874-0	hsa-mir-4321
MIMAT0016875-0	hsa-mir-4323
MIMAT0016876-0	hsa-mir-4324
MIMAT0016876-1	hsa-mir-4324
MIMAT0016877-0	hsa-mir-4256
MIMAT0016878-0	hsa-mir-4257
MIMAT0016879-0	hsa-mir-4258
MIMAT0016880-0	hsa-mir-4259
MIMAT0016881-0	hsa-mir-4260
MIMAT0016882-0	hsa-mir-4253
MIMAT0016883-0	hsa-mir-4251
MIMAT0016884-0	hsa-mir-4254
MIMAT0016885-0	hsa-mir-4255
MIMAT0016886-0	hsa-mir-4252
MIMAT0016887-0	hsa-mir-4325
MIMAT0016888-0	hsa-mir-4326
MIMAT0016888-1	hsa-mir-4326
MIMAT0016889-0	hsa-mir-4327
MIMAT0016890-0	hsa-mir-4261
MIMAT0016891-0	hsa-mir-4265
MIMAT0016892-0	hsa-mir-4266
MIMAT0016893-0	hsa-mir-4267
MIMAT0016894-0	hsa-mir-4262
MIMAT0016895-0	hsa-mir-2355-5p;hsa-mir-2355
MIMAT0016895-1	hsa-mir-2355
MIMAT0016896-0	hsa-mir-4268
MIMAT0016897-0	hsa-mir-4269
MIMAT0016898-0	hsa-mir-4263
MIMAT0016899-0	hsa-mir-4264
MIMAT0016900-0	hsa-mir-4270
MIMAT0016901-0	hsa-mir-4271
MIMAT0016901-1	hsa-mir-4271
MIMAT0016902-0	hsa-mir-4272
MIMAT0016903-0	hsa-mir-4273
MIMAT0016904-0	hsa-mir-4276
MIMAT0016905-0	hsa-mir-4275
MIMAT0016906-0	hsa-mir-4274
MIMAT0016907-0	hsa-mir-4281
MIMAT0016908-0	hsa-mir-4277
MIMAT0016909-0	hsa-mir-4279
MIMAT0016910-0	hsa-mir-4278
MIMAT0016911-0	hsa-mir-4280
MIMAT0016912-0	hsa-mir-4282
MIMAT0016913-0	hsa-mir-4285
MIMAT0016914-0	hsa-mir-4283
MIMAT0016915-0	hsa-mir-4284
MIMAT0016915-1	hsa-mir-4284
MIMAT0016916-0	hsa-mir-4286
MIMAT0016916-1	hsa-mir-4286
MIMAT0016917-0	hsa-mir-4287
MIMAT0016918-0	hsa-mir-4288
MIMAT0016918-1	hsa-mir-4288
MIMAT0016919-0	hsa-mir-4292
MIMAT0016920-0	hsa-mir-4289
MIMAT0016921-0	hsa-mir-4290
MIMAT0016922-0	hsa-mir-4291
MIMAT0016923-0	hsa-mir-4329
MIMAT0016924-0	hsa-mir-4330
MIMAT0016925-0	hsa-mir-500b-5p
MIMAT0016925-1	hsa-mir-500b
MIMAT0016926-0	hsa-mir-4328
MIMAT0016926-1	hsa-mir-4328
MIMAT0017352-0	hsa-mir-2277-5p
MIMAT0017352-1	hsa-mir-2277
MIMAT0017392-0	hsa-mir-3200-5p
MIMAT0017392-1	hsa-mir-3200
MIMAT0017950-0	hsa-mir-2355-3p
MIMAT0017950-2	hsa-mir-2355
MIMAT0017981-0	hsa-mir-3605-5p
MIMAT0017981-1	hsa-mir-3605
MIMAT0017982-0	hsa-mir-3605-3p
MIMAT0017982-2	hsa-mir-3605
MIMAT0017983-0	hsa-mir-3606-5p;hsa-mir-3606
MIMAT0017983-1	hsa-mir-3606
MIMAT0017984-0	hsa-mir-3607-5p
MIMAT0017984-1	hsa-mir-3607
MIMAT0017985-0	hsa-mir-3607-3p
MIMAT0017985-2	hsa-mir-3607
MIMAT0017986-0	hsa-mir-3609
MIMAT0017986-1	hsa-mir-3609
MIMAT0017987-0	hsa-mir-3610
MIMAT0017987-1	hsa-mir-3610
MIMAT0017988-0	hsa-mir-3611
MIMAT0017988-1	hsa-mir-3611
MIMAT0017989-0	hsa-mir-3612
MIMAT0017989-1	hsa-mir-3612
MIMAT0017990-0	hsa-mir-3613-5p
MIMAT0017990-2	hsa-mir-3613
MIMAT0017991-0	hsa-mir-3613-3p
MIMAT0017991-1	hsa-mir-3613
MIMAT0017992-0	hsa-mir-3614-5p
MIMAT0017992-1	hsa-mir-3614
MIMAT0017993-0	hsa-mir-3614-3p
MIMAT0017993-2	hsa-mir-3614
MIMAT0017994-0	hsa-mir-3615
MIMAT0017994-1	hsa-mir-3615
MIMAT0017995-0	hsa-mir-3616-5p
MIMAT0017995-2	hsa-mir-3616
MIMAT0017996-0	hsa-mir-3616-3p
MIMAT0017996-1	hsa-mir-3616
MIMAT0017997-0	hsa-mir-3617-5p;hsa-mir-3617
MIMAT0017997-1	hsa-mir-3617
MIMAT0017998-0	hsa-mir-3618
MIMAT0017998-1	hsa-mir-3618
MIMAT0017999-0	hsa-mir-3619-5p;hsa-mir-3619
MIMAT0017999-1	hsa-mir-3619
MIMAT0018000-0	hsa-mir-23c
MIMAT0018000-1	hsa-mir-23c
MIMAT0018001-0	hsa-mir-3620-3p;hsa-mir-3620
MIMAT0018001-2	hsa-mir-3620
MIMAT0018002-0	hsa-mir-3621
MIMAT0018003-0	hsa-mir-3622a-5p
MIMAT0018003-1	hsa-mir-3622a
MIMAT0018004-0	hsa-mir-3622a-3p
MIMAT0018004-2	hsa-mir-3622a
MIMAT0018005-0	hsa-mir-3622b-5p
MIMAT0018005-2	hsa-mir-3622b
MIMAT0018006-0	hsa-mir-3622b-3p
MIMAT0018006-1	hsa-mir-3622b
MIMAT0018065-0	hsa-mir-3646
MIMAT0018068-0	hsa-mir-3648
MIMAT0018068-1	hsa-mir-3648-1;hsa-mir-3648;hsa-mir-3648-2
MIMAT0018069-0	hsa-mir-3649
MIMAT0018070-0	hsa-mir-3650
MIMAT0018071-0	hsa-mir-3651
MIMAT0018071-1	hsa-mir-3651
MIMAT0018072-0	hsa-mir-3652
MIMAT0018072-1	hsa-mir-3652
MIMAT0018073-0	hsa-mir-3653-3p;hsa-mir-3653
MIMAT0018073-2	hsa-mir-3653
MIMAT0018074-0	hsa-mir-3654
MIMAT0018074-1	hsa-mir-3654
MIMAT0018075-0	hsa-mir-3655
MIMAT0018076-0	hsa-mir-3656
MIMAT0018076-1	hsa-mir-3656
MIMAT0018077-0	hsa-mir-3657
MIMAT0018077-1	hsa-mir-3657
MIMAT0018078-0	hsa-mir-3658
MIMAT0018078-1	hsa-mir-3658
MIMAT0018079-0	hsa-mir-1273e
MIMAT0018079-1	hsa-mir-1273e
MIMAT0018080-0	hsa-mir-3659
MIMAT0018080-1	hsa-mir-3659
MIMAT0018081-0	hsa-mir-3660
MIMAT0018081-1	hsa-mir-3660
MIMAT0018082-0	hsa-mir-3661
MIMAT0018082-1	hsa-mir-3661
MIMAT0018083-0	hsa-mir-3662
MIMAT0018083-1	hsa-mir-3662
MIMAT0018084-0	hsa-mir-3663-5p
MIMAT0018084-1	hsa-mir-3663
MIMAT0018085-0	hsa-mir-3663-3p
MIMAT0018086-0	hsa-mir-3664-5p;hsa-mir-3664
MIMAT0018086-2	hsa-mir-3664
MIMAT0018087-0	hsa-mir-3665
MIMAT0018087-1	hsa-mir-3665
MIMAT0018088-0	hsa-mir-3666
MIMAT0018089-0	hsa-mir-3667-5p
MIMAT0018089-1	hsa-mir-3667
MIMAT0018090-0	hsa-mir-3667-3p
MIMAT0018090-2	hsa-mir-3667
MIMAT0018091-0	hsa-mir-3668
MIMAT0018093-0	hsa-mir-3670
MIMAT0018094-0	hsa-mir-3671
MIMAT0018095-0	hsa-mir-3672
MIMAT0018097-0	hsa-mir-3674
MIMAT0018097-1	hsa-mir-3674
MIMAT0018098-0	hsa-mir-3675-5p
MIMAT0018099-0	hsa-mir-3675-3p
MIMAT0018101-0	hsa-mir-3677-3p;hsa-mir-3677
MIMAT0018101-1	hsa-mir-3677
MIMAT0018102-0	hsa-mir-3678-5p
MIMAT0018102-2	hsa-mir-3678
MIMAT0018103-0	hsa-mir-3678-3p
MIMAT0018103-1	hsa-mir-3678
MIMAT0018104-0	hsa-mir-3679-5p
MIMAT0018104-1	hsa-mir-3679
MIMAT0018105-0	hsa-mir-3679-3p
MIMAT0018105-2	hsa-mir-3679
MIMAT0018106-0	hsa-mir-3680-5p;hsa-mir-3680
