mature_acc	terms
MIMAT0027509-0	hsa-mir-6804-3p
MIMAT0027510-0	hsa-mir-6805-5p
MIMAT0027511-0	hsa-mir-6805-3p
MIMAT0027512-0	hsa-mir-6806-5p
MIMAT0027513-0	hsa-mir-6806-3p
MIMAT0027514-0	hsa-mir-6807-5p
MIMAT0027515-0	hsa-mir-6807-3p
MIMAT0027516-0	hsa-mir-6808-5p
MIMAT0027517-0	hsa-mir-6808-3p
MIMAT0027518-0	hsa-mir-6809-5p
MIMAT0027519-0	hsa-mir-6809-3p
MIMAT0027520-0	hsa-mir-6810-5p
MIMAT0027521-0	hsa-mir-6810-3p
MIMAT0027522-0	hsa-mir-6811-5p
MIMAT0027523-0	hsa-mir-6811-3p
MIMAT0027524-0	hsa-mir-6812-5p
MIMAT0027525-0	hsa-mir-6812-3p
MIMAT0027526-0	hsa-mir-6813-5p
MIMAT0027527-0	hsa-mir-6813-3p
MIMAT0027528-0	hsa-mir-6814-5p
MIMAT0027529-0	hsa-mir-6814-3p
MIMAT0027530-0	hsa-mir-6815-5p
MIMAT0027531-0	hsa-mir-6815-3p
MIMAT0027532-0	hsa-mir-6816-5p
MIMAT0027533-0	hsa-mir-6816-3p
MIMAT0027534-0	hsa-mir-6817-5p
MIMAT0027535-0	hsa-mir-6817-3p
MIMAT0027536-0	hsa-mir-6818-5p
MIMAT0027537-0	hsa-mir-6818-3p
MIMAT0027538-0	hsa-mir-6819-5p
MIMAT0027539-0	hsa-mir-6819-3p
MIMAT0027540-0	hsa-mir-6820-5p
MIMAT0027541-0	hsa-mir-6820-3p
MIMAT0027542-0	hsa-mir-6821-5p
MIMAT0027543-0	hsa-mir-6821-3p
MIMAT0027544-0	hsa-mir-6822-5p
MIMAT0027545-0	hsa-mir-6822-3p
MIMAT0027546-0	hsa-mir-6823-5p
MIMAT0027547-0	hsa-mir-6823-3p
MIMAT0027548-0	hsa-mir-6824-5p
MIMAT0027549-0	hsa-mir-6824-3p
MIMAT0027550-0	hsa-mir-6825-5p
MIMAT0027551-0	hsa-mir-6825-3p
MIMAT0027552-0	hsa-mir-6826-5p
MIMAT0027553-0	hsa-mir-6826-3p
MIMAT0027554-0	hsa-mir-6827-5p
MIMAT0027555-0	hsa-mir-6827-3p
MIMAT0027556-0	hsa-mir-6828-5p
MIMAT0027557-0	hsa-mir-6828-3p
MIMAT0027558-0	hsa-mir-6829-5p
MIMAT0027559-0	hsa-mir-6829-3p
MIMAT0027560-0	hsa-mir-6830-5p
MIMAT0027560-1	hsa-mir-6830
MIMAT0027561-0	hsa-mir-6830-3p
MIMAT0027562-0	hsa-mir-6831-5p
MIMAT0027563-0	hsa-mir-6831-3p
MIMAT0027564-0	hsa-mir-6832-5p
MIMAT0027565-0	hsa-mir-6832-3p
MIMAT0027566-0	hsa-mir-6833-5p
MIMAT0027566-1	hsa-mir-6833
MIMAT0027567-0	hsa-mir-6833-3p
MIMAT0027568-0	hsa-mir-6834-5p
MIMAT0027569-0	hsa-mir-6834-3p
MIMAT0027570-0	hsa-mir-6835-5p
MIMAT0027571-0	hsa-mir-6835-3p
MIMAT0027572-0	hsa-mir-6780b-5p
MIMAT0027573-0	hsa-mir-6780b-3p
MIMAT0027574-0	hsa-mir-6836-5p
MIMAT0027575-0	hsa-mir-6836-3p
MIMAT0027576-0	hsa-mir-6837-5p
MIMAT0027577-0	hsa-mir-6837-3p
MIMAT0027578-0	hsa-mir-6838-5p
MIMAT0027579-0	hsa-mir-6838-3p
MIMAT0027580-0	hsa-mir-6839-5p
MIMAT0027581-0	hsa-mir-6839-3p
MIMAT0027582-0	hsa-mir-6840-5p
MIMAT0027583-0	hsa-mir-6840-3p
MIMAT0027584-0	hsa-mir-6841-5p
MIMAT0027585-0	hsa-mir-6841-3p
MIMAT0027586-0	hsa-mir-6842-5p
MIMAT0027587-0	hsa-mir-6842-3p
MIMAT0027587-1	hsa-mir-6842
MIMAT0027588-0	hsa-mir-6843-3p
MIMAT0027589-0	hsa-mir-6844
MIMAT0027590-0	hsa-mir-6845-5p
MIMAT0027591-0	hsa-mir-6845-3p
MIMAT0027592-0	hsa-mir-6846-5p
MIMAT0027593-0	hsa-mir-6846-3p
MIMAT0027594-0	hsa-mir-6847-5p
MIMAT0027595-0	hsa-mir-6847-3p
MIMAT0027596-0	hsa-mir-6848-5p
MIMAT0027597-0	hsa-mir-6848-3p
MIMAT0027598-0	hsa-mir-6849-5p
MIMAT0027599-0	hsa-mir-6849-3p
MIMAT0027600-0	hsa-mir-6850-5p
MIMAT0027601-0	hsa-mir-6850-3p
MIMAT0027602-0	hsa-mir-6851-5p
MIMAT0027603-0	hsa-mir-6851-3p
MIMAT0027604-0	hsa-mir-6852-5p
MIMAT0027605-0	hsa-mir-6852-3p
MIMAT0027606-0	hsa-mir-6853-5p
MIMAT0027607-0	hsa-mir-6853-3p
MIMAT0027608-0	hsa-mir-6854-5p
MIMAT0027609-0	hsa-mir-6854-3p
MIMAT0027610-0	hsa-mir-6855-5p
MIMAT0027611-0	hsa-mir-6855-3p
MIMAT0027612-0	hsa-mir-6856-5p
MIMAT0027613-0	hsa-mir-6856-3p
MIMAT0027614-0	hsa-mir-6857-5p
MIMAT0027615-0	hsa-mir-6857-3p
MIMAT0027616-0	hsa-mir-6858-5p
MIMAT0027617-0	hsa-mir-6858-3p
MIMAT0027618-0	hsa-mir-6859-5p
MIMAT0027618-1	hsa-mir-6859-1;hsa-mir-6859-2;hsa-mir-6859-3;hsa-mir-6859-4
MIMAT0027619-0	hsa-mir-6859-3p
MIMAT0027619-2	hsa-mir-6859-1;hsa-mir-6859-2;hsa-mir-6859-3;hsa-mir-6859-4
MIMAT0027620-0	hsa-mir-6769b-5p
MIMAT0027621-0	hsa-mir-6769b-3p
MIMAT0027622-0	hsa-mir-6860
MIMAT0027623-0	hsa-mir-6861-5p
MIMAT0027624-0	hsa-mir-6861-3p
MIMAT0027625-0	hsa-mir-6862-5p
MIMAT0027626-0	hsa-mir-6862-3p
MIMAT0027627-0	hsa-mir-6863
MIMAT0027628-0	hsa-mir-6864-5p
MIMAT0027629-0	hsa-mir-6864-3p
MIMAT0027630-0	hsa-mir-6865-5p
MIMAT0027631-0	hsa-mir-6865-3p
MIMAT0027632-0	hsa-mir-6866-5p
MIMAT0027633-0	hsa-mir-6866-3p
MIMAT0027634-0	hsa-mir-6867-5p
MIMAT0027635-0	hsa-mir-6867-3p
MIMAT0027636-0	hsa-mir-6868-5p
MIMAT0027637-0	hsa-mir-6868-3p
MIMAT0027638-0	hsa-mir-6869-5p
MIMAT0027638-1	hsa-mir-6869
MIMAT0027639-0	hsa-mir-6869-3p
MIMAT0027640-0	hsa-mir-6870-5p
MIMAT0027641-0	hsa-mir-6870-3p
MIMAT0027642-0	hsa-mir-6871-5p
MIMAT0027643-0	hsa-mir-6871-3p
MIMAT0027644-0	hsa-mir-6872-5p
MIMAT0027645-0	hsa-mir-6872-3p
MIMAT0027646-0	hsa-mir-6873-5p
MIMAT0027647-0	hsa-mir-6873-3p
MIMAT0027647-1	hsa-mir-6873
MIMAT0027648-0	hsa-mir-6874-5p
MIMAT0027649-0	hsa-mir-6874-3p
MIMAT0027650-0	hsa-mir-6875-5p
MIMAT0027651-0	hsa-mir-6875-3p
MIMAT0027652-0	hsa-mir-6876-5p
MIMAT0027653-0	hsa-mir-6876-3p
MIMAT0027654-0	hsa-mir-6877-5p
MIMAT0027655-0	hsa-mir-6877-3p
MIMAT0027656-0	hsa-mir-6878-5p
MIMAT0027657-0	hsa-mir-6878-3p
MIMAT0027658-0	hsa-mir-6879-5p
MIMAT0027659-0	hsa-mir-6879-3p
MIMAT0027660-0	hsa-mir-6880-5p
MIMAT0027661-0	hsa-mir-6880-3p
MIMAT0027662-0	hsa-mir-6881-5p
MIMAT0027663-0	hsa-mir-6881-3p
MIMAT0027664-0	hsa-mir-6882-5p
MIMAT0027665-0	hsa-mir-6882-3p
MIMAT0027666-0	hsa-mir-6883-5p
MIMAT0027667-0	hsa-mir-6883-3p
MIMAT0027668-0	hsa-mir-6884-5p
MIMAT0027669-0	hsa-mir-6884-3p
MIMAT0027670-0	hsa-mir-6885-5p
MIMAT0027671-0	hsa-mir-6885-3p
MIMAT0027672-0	hsa-mir-6886-5p
MIMAT0027673-0	hsa-mir-6886-3p
MIMAT0027674-0	hsa-mir-6887-5p
MIMAT0027675-0	hsa-mir-6887-3p
MIMAT0027676-0	hsa-mir-6888-5p
MIMAT0027677-0	hsa-mir-6888-3p
MIMAT0027678-0	hsa-mir-6889-5p
MIMAT0027679-0	hsa-mir-6889-3p
MIMAT0027680-0	hsa-mir-6890-5p
MIMAT0027681-0	hsa-mir-6890-3p
MIMAT0027682-0	hsa-mir-6891-5p
MIMAT0027683-0	hsa-mir-6891-3p
MIMAT0027684-0	hsa-mir-6892-5p
MIMAT0027685-0	hsa-mir-6892-3p
MIMAT0027685-1	hsa-mir-6892
MIMAT0027686-0	hsa-mir-6893-5p
MIMAT0027687-0	hsa-mir-6893-3p
MIMAT0027688-0	hsa-mir-6894-5p
MIMAT0027689-0	hsa-mir-6894-3p
MIMAT0027690-0	hsa-mir-6895-5p
MIMAT0027690-1	hsa-mir-6895
MIMAT0027691-0	hsa-mir-6895-3p
MIMAT0028109-0	hsa-mir-7106-5p
MIMAT0028110-0	hsa-mir-7106-3p
MIMAT0028111-0	hsa-mir-7107-5p
MIMAT0028112-0	hsa-mir-7107-3p
MIMAT0028113-0	hsa-mir-7108-5p
MIMAT0028114-0	hsa-mir-7108-3p
MIMAT0028115-0	hsa-mir-7109-5p
MIMAT0028116-0	hsa-mir-7109-3p
MIMAT0028117-0	hsa-mir-7110-5p
MIMAT0028118-0	hsa-mir-7110-3p
MIMAT0028119-0	hsa-mir-7111-5p
MIMAT0028120-0	hsa-mir-7111-3p
MIMAT0028121-0	hsa-mir-7112-5p
MIMAT0028122-0	hsa-mir-7112-3p
MIMAT0028123-0	hsa-mir-7113-5p
MIMAT0028124-0	hsa-mir-7113-3p
MIMAT0028125-0	hsa-mir-7114-5p
MIMAT0028126-0	hsa-mir-7114-3p
MIMAT0028211-0	hsa-mir-7150
MIMAT0028212-0	hsa-mir-7151-5p
MIMAT0028213-0	hsa-mir-7151-3p
MIMAT0028214-0	hsa-mir-7152-5p
MIMAT0028215-0	hsa-mir-7152-3p
MIMAT0028216-0	hsa-mir-7153-5p
MIMAT0028216-1	hsa-mir-7153
MIMAT0028217-0	hsa-mir-7153-3p
MIMAT0028218-0	hsa-mir-7154-5p
MIMAT0028219-0	hsa-mir-7154-3p
MIMAT0028220-0	hsa-mir-7155-5p
MIMAT0028220-1	hsa-mir-7155
MIMAT0028221-0	hsa-mir-7155-3p
MIMAT0028222-0	hsa-mir-7156-5p
MIMAT0028223-0	hsa-mir-7156-3p
MIMAT0028224-0	hsa-mir-7157-5p
MIMAT0028225-0	hsa-mir-7157-3p
MIMAT0028226-0	hsa-mir-7158-5p
MIMAT0028227-0	hsa-mir-7158-3p
MIMAT0028228-0	hsa-mir-7159-5p
MIMAT0028228-1	hsa-mir-7159
MIMAT0028229-0	hsa-mir-7159-3p
MIMAT0028230-0	hsa-mir-7160-5p
MIMAT0028231-0	hsa-mir-7160-3p
MIMAT0028232-0	hsa-mir-7161-5p
MIMAT0028232-1	hsa-mir-7161
MIMAT0028233-0	hsa-mir-7161-3p
MIMAT0028234-0	hsa-mir-7162-5p
MIMAT0028235-0	hsa-mir-7162-3p
MIMAT0029310-0	hsa-mir-7515
MIMAT0029782-0	hsa-mir-7641
MIMAT0029782-1	hsa-mir-7641-1;hsa-mir-7641-2
MIMAT0030017-0	hsa-mir-7702
MIMAT0030018-0	hsa-mir-7703
MIMAT0030019-0	hsa-mir-7704
MIMAT0030020-0	hsa-mir-7705
MIMAT0030021-0	hsa-mir-7706
MIMAT0030021-1	hsa-mir-7706
MIMAT0030411-0	hsa-mir-7843-5p
MIMAT0030412-0	hsa-mir-7843-3p
MIMAT0030413-0	hsa-mir-4433b-5p
MIMAT0030414-0	hsa-mir-4433b-3p
MIMAT0030415-0	hsa-mir-1273h-5p
MIMAT0030416-0	hsa-mir-1273h-3p
MIMAT0030417-0	hsa-mir-6516-5p
MIMAT0030418-0	hsa-mir-6516-3p
MIMAT0030419-0	hsa-mir-7844-5p
MIMAT0030420-0	hsa-mir-7845-5p
MIMAT0030421-0	hsa-mir-7846-3p
MIMAT0030422-0	hsa-mir-7847-3p
MIMAT0030423-0	hsa-mir-7848-3p
MIMAT0030424-0	hsa-mir-7849-3p
MIMAT0030425-0	hsa-mir-7850-5p
MIMAT0030426-0	hsa-mir-7851-3p
MIMAT0030427-0	hsa-mir-7852-3p
MIMAT0030428-0	hsa-mir-7853-5p
MIMAT0030429-0	hsa-mir-7854-3p
MIMAT0030430-0	hsa-mir-7855-5p
MIMAT0030431-0	hsa-mir-7856-5p
MIMAT0030431-1	hsa-mir-7856
MIMAT0030979-0	hsa-mir-8052
MIMAT0030980-0	hsa-mir-8053
MIMAT0030981-0	hsa-mir-8054
MIMAT0030982-0	hsa-mir-8055
MIMAT0030983-0	hsa-mir-8056
MIMAT0030984-0	hsa-mir-8057
MIMAT0030985-0	hsa-mir-8058
MIMAT0030986-0	hsa-mir-8059
MIMAT0030987-0	hsa-mir-8060
MIMAT0030988-0	hsa-mir-8061
MIMAT0030989-0	hsa-mir-8062
MIMAT0030990-0	hsa-mir-8063
MIMAT0030991-0	hsa-mir-8064
MIMAT0030992-0	hsa-mir-8065
MIMAT0030993-0	hsa-mir-8066
MIMAT0030994-0	hsa-mir-8067
MIMAT0030995-0	hsa-mir-8068
MIMAT0030996-0	hsa-mir-8069
MIMAT0030997-0	hsa-mir-8070
MIMAT0030998-0	hsa-mir-8071
MIMAT0030999-0	hsa-mir-8072
MIMAT0031000-0	hsa-mir-8073
MIMAT0031001-0	hsa-mir-8074
MIMAT0031002-0	hsa-mir-8075
MIMAT0031003-0	hsa-mir-8076
MIMAT0031004-0	hsa-mir-8077
MIMAT0031005-0	hsa-mir-8078
MIMAT0031006-0	hsa-mir-8079
MIMAT0031007-0	hsa-mir-8080
MIMAT0031008-0	hsa-mir-8081
MIMAT0031009-0	hsa-mir-8082
MIMAT0031010-0	hsa-mir-8083
MIMAT0031011-0	hsa-mir-8084
MIMAT0031012-0	hsa-mir-8085
MIMAT0031013-0	hsa-mir-8086
MIMAT0031014-0	hsa-mir-8087
MIMAT0031015-0	hsa-mir-8088
MIMAT0031016-0	hsa-mir-8089
MIMAT0031074-0	hsa-mir-450a-2-3p
MIMAT0031074-2	hsa-mir-450a-2;hsa-mir-450-2
MIMAT0031095-0	hsa-mir-128-2-5p
MIMAT0031095-2	hsa-mir-128-2;hsa-mir-128b
MIMAT0031119-0	hsa-mir-1199-5p
MIMAT0031120-0	hsa-mir-1199-3p
MIMAT0031175-0	hsa-mir-548ba
MIMAT0031175-1	hsa-mir-548ba
MIMAT0031176-0	hsa-mir-7973
MIMAT0031177-0	hsa-mir-7974
MIMAT0031178-0	hsa-mir-7975
MIMAT0031178-1	hsa-mir-7975
MIMAT0031179-0	hsa-mir-7976
MIMAT0031179-1	hsa-mir-7976
MIMAT0031180-0	hsa-mir-7977
MIMAT0031181-0	hsa-mir-7978
MIMAT0031890-0	hsa-mir-203a-5p
MIMAT0031890-2	hsa-mir-203a;hsa-mir-203
MIMAT0031892-0	hsa-mir-1-5p
MIMAT0031892-2	hsa-mir-1-1;hsa-mir-1b
MIMAT0031893-0	hsa-mir-181b-2-3p
MIMAT0031893-2	hsa-mir-181b-2
MIMAT0032026-0	hsa-mir-301b-5p
MIMAT0032026-2	hsa-mir-301b
MIMAT0032029-0	hsa-mir-1249-5p
MIMAT0032029-2	hsa-mir-1249
MIMAT0032110-0	hsa-mir-3653-5p
MIMAT0032110-1	hsa-mir-3653
MIMAT0032114-0	hsa-mir-548ad-5p
MIMAT0032114-1	hsa-mir-548ad
MIMAT0032115-0	hsa-mir-548ae-5p
MIMAT0032115-1	hsa-mir-548ae-2
MIMAT0032116-0	hsa-mir-4485-5p
MIMAT0032116-2	hsa-mir-4485
MIMAT0033692-0	hsa-mir-8485
MIMAT0033692-1	hsa-mir-8485
MIMAT0035542-0	hsa-mir-9500
MIMAT0035703-0	hsa-mir-548bb-5p
MIMAT0035704-0	hsa-mir-548bb-3p
